entrez	symbol	pubmed_id	type	organ_system	primary_site	cancer_type	method	coding_status	cgc_annotation	vogelstein_annotation	saito_annotation	NCG_oncogene	NCG_tsg
367	AR	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	oncogene	Oncogene	Oncogene	1	0
367	AR	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	oncogene	Oncogene	Oncogene	1	0
367	AR	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene	Oncogene	Oncogene	1	0
369	ARAF	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	oncogene		Oncogene	1	0
369	ARAF	28297679	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	MutSig	coding	oncogene		Oncogene	1	0
369	ARAF	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene		Oncogene	1	0
369	ARAF	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	oncogene		Oncogene	1	0
373	TRIM23	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding					
374	AREG	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding					
387	RHOA	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	24476821	WES	Urologic	bladder	bladder_cancer	MutSig	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	25079317	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	MutSig	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	28522256	WES	"Core gastrointestinal"	stomach	diffuse_gastric_adenocarcinoma	MutSig	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	26192916	WGS-WES	"Hematologic and lymphatic"	blood	cutaneous_T_cell_lymphoma	MuSiC	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, TSG"		Oncogene	1	0
387	RHOA	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	24816255	WES	"Core gastrointestinal"	stomach	diffuse_gastric_adenocarcinoma	Recurrence-based	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	26437031	"WGS-WES-Gene Panel"	"Hematologic and lymphatic"	blood	T-cell_leukemia/lymphoma	MutSig	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	30926794	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	IntOGen	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	26574607	WGS	"Hematologic and lymphatic"	blood	T-cell_leukemia/lymphoma	Recurrence-based	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	24413734	WES	"Hematologic and lymphatic"	blood	peripheral_T-cell_lymphoma	Recurrence-based	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	31558468	WGS	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	"MutSigCV, HotNet2, Literature-based"	noncoding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	23143595	WGS-WES	"Hematologic and lymphatic"	blood	"burkitt lymphoma"	Recurrence-based	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	"oncogene, TSG"		Oncogene	1	0
387	RHOA	24413737	WES	"Hematologic and lymphatic"	blood	angioimmunoblastic_T-cell_lymphoma	Recurrence-based	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	24816253	WGS	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Youn-based	coding	"oncogene, TSG"		Oncogene	1	0
387	RHOA	24584070	WES	"Hematologic and lymphatic"	blood	angioimmunoblastic_T-cell_lymphoma	Recurrence-based	coding	"oncogene, TSG"		Oncogene	1	0
388	RHOB	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
388	RHOB	24476821	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
388	RHOB	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding					
393	ARHGAP4	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding					
394	ARHGAP5	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	oncogene			1	0
399	RHOH	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding	"TSG, fusion"			0	1
399	RHOH	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"TSG, fusion"			0	1
399	RHOH	29354286	WGS	Multiple	multiple	pan-cancer_adult	ncDriver	noncoding	"TSG, fusion"			0	1
405	ARNT	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, TSG, fusion"			0	0
406	ARNTL	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
414	ARSD	28249600	WES	"Hematologic and lymphatic"	blood	acute_myeloid_leukemia	MutSig	coding					
414	ARSD	28479318	"WES-Gene Panel"	"Hematologic and lymphatic"	blood	cutaneous_DLBCL	MuSiC	coding					
435	ASL	22156295	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Recurrence-based	coding					
460	ASTN1	18772396	WES	"Soft tissue"	brain	glioblastoma	Wood-based	coding					
460	ASTN1	27058444	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_squamous_carcinoma	MutSig	coding					
463	ZFHX3	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG			0	1
463	ZFHX3	23636398	WES	Gynecologic	uterus	endometrial_cancer	MuSiC	coding	TSG			0	1
463	ZFHX3	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"	coding	TSG			0	1
463	ZFHX3	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
463	ZFHX3	27348297	WES	Gynecologic	uterus	endometrial_cancer	MutSig	coding	TSG			0	1
463	ZFHX3	22722839	WES	Urologic	prostate	prostate_cancer	Paper-specific	coding	TSG			0	1
463	ZFHX3	21822268	WES	Urologic	bladder	bladder_cancer	"Wood-based, Recurrence-based"	coding	TSG			0	1
463	ZFHX3	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG			0	1
463	ZFHX3	26503331	"WES-Gene Panel"	Thoracic	lung	lung_squamous_cell_carcinoma	MutSig	coding	TSG			0	1
463	ZFHX3	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	TSG			0	1
463	ZFHX3	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	TSG			0	1
466	ATF1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"			1	0
472	ATM	26909576	WGS	"Developmental gastrointestinal"	pancreas	pancreatic_cancer_(all_histologies)	"HOTNET2, OncodriveFM, MutSig"	coding	TSG	TSG	TSG	0	1
472	ATM	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG	TSG	0	1
472	ATM	24121791	WES	Urologic	bladder	bladder_cancer	Recurrence-based	coding	TSG	TSG	TSG	0	1
472	ATM	22610119	WES	Urologic	prostate	prostate_cancer	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	22981675	"Gene Panel"	Urologic	prostate	prostate_cancer	Recurrence-based	coding	TSG	TSG	TSG	0	1
472	ATM	29622464	WES	Gynecologic	"pan-gynecological and breast"	"pan-gynecological and breast"	"MutSigCV, 20/20"	coding	TSG	TSG	TSG	0	1
472	ATM	23103869	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	MuSiC	coding	TSG	TSG	TSG	0	1
472	ATM	27158780	WES	Thoracic	lung	lung_cancer_(all_histologies)	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	28256603	"WES plus targeted deep resequencing"	"Head and neck"	head_and_neck	nasopharyngeal_carcinoma	"Literature-based, Paper-specific"	coding	TSG	TSG	TSG	0	1
472	ATM	18948947	"Gene Panel"	Thoracic	lung	lung_adenocarcinoma	MuSiC	coding	TSG	TSG	TSG	0	1
472	ATM	28297679	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	22634756	WGS	"Developmental gastrointestinal"	hepatobiliary	hepatocellular_carcinoma	Paper-specific	coding	TSG	TSG	TSG	0	1
472	ATM	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
472	ATM	24487277	WES	Urologic	kidney	clear_cell_renal_cancer	Literature-based	coding	TSG	TSG	TSG	0	1
472	ATM	26804919	WES	"Core gastrointestinal"	small_intestine	ampullary_adenocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	30107175	WES	Endocrine	thyroid	hurthle_cell_carcinoma	"MutSig2CV, Recurrence-based, Literature-based"	coding	TSG	TSG	TSG	0	1
472	ATM	24121792	WES	Urologic	bladder	bladder_cancer	Wood-based	coding	TSG	TSG	TSG	0	1
472	ATM	22980975	WES	Thoracic	lung	lung_adenocarcinoma	InVEx	coding	TSG	TSG	TSG	0	1
472	ATM	29945994	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
472	ATM	27687306	WES	Thoracic	lung	lung_adenocarcinoma	InVEx	coding	TSG	TSG	TSG	0	1
472	ATM	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	TSG	TSG	TSG	0	1
472	ATM	26632267	"WES-Gene Panel"	"Soft tissue"	bone	osteosarcoma	"Recurrence-based, IntOGen"	coding	TSG	TSG	TSG	0	1
472	ATM	23415222	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	26466571	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding	TSG	TSG	TSG	0	1
472	ATM	22327622	"Gene Panel"	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
472	ATM	22327622	"Gene Panel"	Thoracic	lung	non-small_cell_lung_cancer	Recurrence-based	coding	TSG	TSG	TSG	0	1
472	ATM	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding	TSG	TSG	TSG	0	1
472	ATM	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	TSG	TSG	TSG	0	1
472	ATM	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG	TSG	TSG	0	1
472	ATM	24413734	WES	"Hematologic and lymphatic"	blood	peripheral_T-cell_lymphoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
472	ATM	22158541	WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	Recurrence-based	coding	TSG	TSG	TSG	0	1
472	ATM	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding	TSG	TSG	TSG	0	1
472	ATM	28988769	WES	Urologic	bladder	bladder_cancer	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	TSG	TSG	TSG	0	1
472	ATM	22895193	WES	"Core gastrointestinal"	colorectal	colorectal_adenocarcinoma	Wood-based	coding	TSG	TSG	TSG	0	1
472	ATM	32024818	WGS	Multiple	multiple	pan-cancer_adult	DriverPower	noncoding	TSG	TSG	TSG	0	1
472	ATM	26544944	WGS-WES	Urologic	prostate	prostate_cancer	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	28810144	"WES plus targeted deep resequencing"	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
472	ATM	22150006	WGS-WES	"Hematologic and lymphatic"	blood	chronic_lymphocytic_leukemia	MutSig	coding	TSG	TSG	TSG	0	1
472	ATM	26939876	"Gene Panel"	Gynecologic	breast	triple_negative_breast_cancer	"Recurrence-based, Paper-specific"	coding	TSG	TSG	TSG	0	1
476	ATP1A1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, TSG"			0	0
488	ATP2A2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
488	ATP2A2	21399634	WES	"Hematologic and lymphatic"	blood	acute_monocytic_leukemia	Recurrence-based	coding					
492	ATP2B3	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
495	ATP4A	22484628	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding					
506	ATP5F1B	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding					
526	ATP6V1B2	28064239	WES	"Hematologic and lymphatic"	blood	follicular_lymphoma	MuSiC	coding					
526	ATP6V1B2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
533	ATP6V0B	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
534	ATP6V1G2	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
537	ATP6AP1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding					
545	ATR	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG			0	1
545	ATR	23636398	WES	Gynecologic	uterus	endometrial_cancer	MuSiC	coding	TSG			0	1
545	ATR	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
545	ATR	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	TSG			0	1
545	ATR	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG			0	1
545	ATR	26099045	WGS	Gynecologic	breast	breast_cancer	"Recurrence-based, Literature-based"	coding	TSG			0	1
546	ATRX	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG	TSG	0	1
546	ATRX	24120142	WES	"Soft tissue"	brain	glioblastoma	"InVEx, MutSig"	coding	TSG	TSG	TSG	0	1
546	ATRX	26061751	WES	"Soft tissue"	brain	low_grade_glioma	MutSig	coding	TSG	TSG	TSG	0	1
546	ATRX	26824661	WGS-WES	"Soft tissue"	brain	pan-glioma	MutSig	coding	TSG	TSG	TSG	0	1
546	ATRX	24705250	WES	"Soft tissue"	brain	astrocytoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
546	ATRX	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
546	ATRX	29489754	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	MuSiC	coding	TSG	TSG	TSG	0	1
546	ATRX	21252315	WES	"Developmental gastrointestinal"	pancreas	pancreatic_neuroendocrine_tumours	Recurrence-based	coding	TSG	TSG	TSG	0	1
546	ATRX	24336570	WES	"Soft tissue"	brain	low_grade_glioma	Recurrence-based	coding	TSG	TSG	TSG	0	1
546	ATRX	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	TSG	TSG	TSG	0	1
546	ATRX	26632267	"WES-Gene Panel"	"Soft tissue"	bone	osteosarcoma	"Recurrence-based, IntOGen"	coding	TSG	TSG	TSG	0	1
546	ATRX	27009842	WES	"Soft tissue"	peripheral_nervous_system	neuroblastoma	Paper-specific	coding	TSG	TSG	TSG	0	1
546	ATRX	29489755	Pan-cancer	Multiple	multiple	pan-cancer_paediatric	"GRIN, MutSig"	coding	TSG	TSG	TSG	0	1
546	ATRX	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	TSG	TSG	TSG	0	1
546	ATRX	31320640	WGS-WES	Skin	skin	mucosal_melanoma	"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"	coding	TSG	TSG	TSG	0	1
546	ATRX	31320640	WGS-WES	Skin	skin	mucosal_melanoma	"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"	coding	TSG	TSG	TSG	0	1
546	ATRX	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	TSG	TSG	TSG	0	1
546	ATRX	25743702	WGS-WES	Endocrine	adrenal_gland	adrenocortical_carcinoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
546	ATRX	23334666	WES	"Soft tissue"	peripheral_nervous_system	neuroblastoma	MutSig	coding	TSG	TSG	TSG	0	1
546	ATRX	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	TSG	TSG	TSG	0	1
546	ATRX	22286061	WES	"Soft tissue"	brain	glioblastoma	Recurrence-based	coding	TSG	TSG	TSG	0	1
546	ATRX	29100075	WGS-WES	"Soft tissue"	soft_tissue	soft_tissue_sarcoma	MuSiC	coding	TSG	TSG	TSG	0	1
546	ATRX	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG	TSG	0	1
546	ATRX	27270107	WES	"Soft tissue"	brain	glioblastoma	MutComFocal	coding	TSG	TSG	TSG	0	1
546	ATRX	24705251	WGS-WES	"Soft tissue"	brain	paediatric_high-grade_glioma	Recurrence-based	coding	TSG	TSG	TSG	0	1
546	ATRX	23583981	WGS-WES	"Soft tissue"	brain	paediatric_low_grade_glioma	"MuSiC, Paper-specific"	coding	TSG	TSG	TSG	0	1
546	ATRX	24880341	WES	"Soft tissue"	brain	glioma	Recurrence-based	coding	TSG	TSG	TSG	0	1
546	ATRX	25301631	WES	Thoracic	lung	lung_adenocarcinoma	Literature-based	coding	TSG	TSG	TSG	0	1
547	KIF1A	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding					
563	AZGP1	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding					
567	B2M	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	TSG	TSG		0	1
567	B2M	29622464	WES	Gynecologic	"pan-gynecological and breast"	"pan-gynecological and breast"	"MutSigCV, 20/20"	coding	TSG	TSG		0	1
567	B2M	26091043	WES	Skin	skin	melanoma	"InVEx, MutSig"	coding	TSG	TSG		0	1
567	B2M	30606723	WGS	"Hematologic and lymphatic"	blood	"dlblc, follicular_lymphoma"	Paper-specific	noncoding	TSG	TSG		0	1
567	B2M	30718927	WGS-WES	"Core gastrointestinal"	esophagus	esophageal_adenocarcinoma	"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"	coding	TSG	TSG		0	1
567	B2M	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
567	B2M	26437031	"WGS-WES-Gene Panel"	"Hematologic and lymphatic"	blood	T-cell_leukemia/lymphoma	MutSig	coding	TSG	TSG		0	1
567	B2M	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	TSG	TSG		0	1
567	B2M	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding	TSG	TSG		0	1
567	B2M	29622466	WES	"Core gastrointestinal"	pan-gastric	pan-gastric	MutSig2CV	coding	TSG	TSG		0	1
567	B2M	22343534	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	MutSig	coding	TSG	TSG		0	1
567	B2M	21796119	WES	"Hematologic and lymphatic"	blood	non-Hodgkin_lymphoma	Greenman-based	coding	TSG	TSG		0	1
567	B2M	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	TSG	TSG		0	1
567	B2M	24413734	WES	"Hematologic and lymphatic"	blood	peripheral_T-cell_lymphoma	Recurrence-based	coding	TSG	TSG		0	1
567	B2M	21804550	WES	"Hematologic and lymphatic"	blood	diffuse_large_B-cell_lymphoma	Paper-specific	coding	TSG	TSG		0	1
567	B2M	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding	TSG	TSG		0	1
567	B2M	23539594	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG	TSG		0	1
577	ADGRB3	18772397	WES	"Developmental gastrointestinal"	pancreas	pancreatic_ductal_adenocarcinoma	Wood-based	coding					
577	ADGRB3	20668451	"Gene Panel"	Thoracic	lung	lung_cancer_(all_histologies)	Wood-based	coding					
577	ADGRB3	22484628	WES	"Core gastrointestinal"	stomach	gastric_adenocarcinoma	Recurrence-based	coding					
577	ADGRB3	23583981	WGS-WES	"Soft tissue"	brain	paediatric_low_grade_glioma	"MuSiC, Paper-specific"	coding					
580	BARD1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
581	BAX	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	TSG			0	1
581	BAX	32025015	WGS	Multiple	multiple	pan-cancer_adult	"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"	coding	TSG			0	1
595	CCND1	29625053	Pan-cancer	Multiple	multiple	pan-cancer_adult	PanSoftWare	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	29622464	WES	Gynecologic	"pan-gynecological and breast"	"pan-gynecological and breast"	"MutSigCV, 20/20"	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	23636398	WES	Gynecologic	uterus	endometrial_cancer	MuSiC	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	21430775	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	MutSig	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	28297679	WES	"Developmental gastrointestinal"	hepatobiliary	cholangiocarcinoma	MutSig	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	27064257	WGS	"Developmental gastrointestinal"	hepatobiliary	"hepatocellular_carcinoma, cholangiocarcinoma"	Literature-based	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	14993899	"Canonical Cancer Driver"	Multiple	multiple		-	NA	"oncogene, fusion"		Oncogene	1	0
595	CCND1	27348297	WES	Gynecologic	uterus	endometrial_cancer	MutSig	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	24132290	Pan-cancer	Multiple	multiple	pan-cancer_adult	MuSiC	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	24390350	Pan-cancer	Multiple	multiple	pan-cancer_adult	MutSig	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	25501392	Pan-cancer	Multiple	multiple	pan-cancer_adult	HOTNET2	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	28098136	WGS-WES	"Head and neck"	head_and_neck	nasopharyngeal_carcinoma	MutSig	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	31444325	WGS-WES	"Hematologic and lymphatic"	blood	multiple_myeloma	dNdScv	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	27311963	WGS-WES	Multiple	multiple	pan-cancer_adult	OncodriveFML	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	26258846	WES	"Developmental gastrointestinal"	hepatobiliary	biliary_tract_cancer	MutSig	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	27135926	WGS	Gynecologic	breast	breast_cancer	Paper-specific	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	28352668	"WES-Gene Panel"	Endocrine	parathyroid_gland	parathyroid_carcinoma	"Recurrence-based, Literature-based"	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	26000489	WES	Urologic	prostate	prostate_cancer	MutSig	coding	"oncogene, fusion"		Oncogene	1	0
595	CCND1	32494066	"Canonical Cancer Driver"	Multiple	multiple			NA	"oncogene, fusion"		Oncogene	1	0
